16005422,ESC EST RIO NAVIO
16005430,ESCOLA ESTADUAL PRESIDENTE TANCREDO DE ALMEIDA NEVES
16005783,ESC EST FAGUNDES VARELA
16005821,ESC EST LARANJAL DO MARACA
16005848,ESC EST PIONEIRO
16005856,ESC EST EVILASIO PEDRO DE L FERREIRA
16005880,ESC EST AMILAR ARTHUR BRENHA
16005899,ESC EST ANTONICO DO RIO PRETO
16005902,ESC EST CENTRAL DO MARACA
16005945,ESC EST OSMUNDO VALENTE BARRETO
16005970,ESC EST DAMASO DE JESUS DO NASCIMENTO NETO
16006070,ESC EST LEANDRO PLACIDO FERREIRA
16006313,ESC EST PIQUIAZAL
16010990,ESC EST PROF MARIA DA SILVA MENDES
16005333,ESC EST DR MURILO BRAGA
16005341,ESC EST D PEDRO I
16005392,ESC EST MANOEL QUEIROZ BENJAMIM
16005368,ESC MUL FOZ DO RIO TAMBAQUI
16005449,ESC MUL CURUMURI
16005457,ESC MUL RIO ARIRAMBA
16005473,ESC MUL BARRO ALTO
16005511,ESC MUL CONCEICAO DO MARACA
16005520,ESC MUL RIO CURUCA
16005562,ESC MUL FOZ DO RIO ARIRAMBA
16005570,ESC MUL IGARAPE DO LAGO DO MARACA
16005589,ESC MUL JANARY GENTIL NUNES I
16005619,ESC MUL POCAO DO RIO PRETO
16005627,ESC MUL RAIMUNDO ANTONIO VIEIRA
16005660,ESC MUL SAO PEDRO DO CAMAIPI
16005678,ESC MUL SANTA LUZIA DO MARACA
16005686,ESC MUL SANTA MARIA DO FURO DO MARACA
16005694,ESC MUL SANTA MARIA DO MARACA MIRIM
16005708,ESC MUL SANTO ANDRE DO LAGO DO AJURUXI
16005716,ESC MUL SANTO ANTONIO DO AJURUXI
16005740,ESC MUL VILHENA ALVES
16005805,ESC MUL BAIXO MUTUACA
16005830,ESC MUL MARUIM DO MARACA
16005864,ESC MUL FRANCISCO MANOEL DA SILVA
16006003,ESC MUL TERRA ALTA DO RIO PRETO
16006011,ESC MUL FOZ DO IGARAPE DO BREU
16006062,ESC MUL JARBAS AMORIM CAVALCANTE
16006089,ESC MUL PACU DO MARACA
16006097,ESC MUL RAIMUNDO JACARANDA
16006100,ESC MUL ROQUE DE SOUZA PENAFORT
16006127,ESC MUL SAO JOSE DO AJURUXI
16006135,ESC MUL SAO JOSE DO MARACA
16006143,ESC MUL RIO URUBUENO
16007557,ESC MUL SOROROCA
16007590,PRE ESC EVILASIO PEDRO DE LIMA FERREIRA
16007948,CENTRO DE ATENDIMENTO INFANTIL VO OLGA
16008359,ESC MUL SAO TOME
16008839,ESC MUL SERTAO DO AJURUXI
16008855,ESC MUL ACAITUBA
16009231,ESC MUL SAO JOAO DO AJURUXI
16009240,ESC MUL RIO BISPO
16009355,CENTRO DE ATENDIMENTO INFANTIL TIA CHICA
16009452,ESC MUL JANARY GENTIL NUNES II
16009843,ESC MUL RIO MULATO
16010221,ESC MUL SAO FRANCISCO DO RIO PRETO
16010230,ESC MUL TAPIOCA
16010515,ESC MUL N S DO PERPETUO SOCORRO
16010710,ESC MUL SAO PEDRO DO RIO PRETO
16010973,ESC MUL BARREIRO
16010981,ESC MUL PONTE DO RIO PRETO
16011031,ESC MUL EVA MACHADO DE SOUSA
16011384,ESC MUL IZIDORIA DA SILVA REIS
